gene_id	seqid	strand	biotype	name	description
ENSSSAG00000002435	ssa05	.	lncRNA		
ENSSSAG00000002444	ssa04	.	lncRNA		
ENSSSAG00000002447	ssa03	.	pseudogene		
ENSSSAG00000002462	ssa03	.	protein_coding		parvalbumin beta 1 [Source:NCBI gene%3BAcc:106601823]
ENSSSAG00000002468	ssa05	.	protein_coding		cytohesin-2-like [Source:NCBI gene%3BAcc:106605750]
ENSSSAG00000002474	ssa08	.	lncRNA		
ENSSSAG00000002482	ssa06	.	lncRNA		
ENSSSAG00000002483	ssa06	.	lncRNA		
ENSSSAG00000002484	ssa06	.	lncRNA		
ENSSSAG00000002514	ssa06	.	protein_coding	drc3	leucine-rich repeat-containing protein 48-like [Source:NCBI gene%3BAcc:106606618]
ENSSSAG00000002533	ssa06	.	protein_coding	GID4	glucose-induced degradation protein 4 homolog [Source:NCBI gene%3BAcc:106606620]
ENSSSAG00000002548	ssa06	.	rRNA	5_8S_rRNA	5.8S ribosomal RNA [Source:RFAM%3BAcc:RF00002]
ENSSSAG00000002571	ssa08	.	snoRNA		
ENSSSAG00000002572	ssa01	.	lncRNA		
ENSSSAG00000002573	ssa07	.	protein_coding	FGF6	fibroblast growth factor 4B-like [Source:NCBI gene%3BAcc:106609473]
ENSSSAG00000002574	ssa08	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000002575	ssa01	.	lncRNA		
ENSSSAG00000002576	ssa08	.	snoRNA		
ENSSSAG00000002579	ssa08	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000002582	ssa08	.	snoRNA		
ENSSSAG00000002583	ssa01	.	lncRNA		
ENSSSAG00000002584	ssa08	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000002588	ssa08	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000002592	ssa08	.	snoRNA		
ENSSSAG00000002594	ssa08	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000002595	ssa09	.	lncRNA		
ENSSSAG00000002596	ssa01	.	lncRNA		
ENSSSAG00000002597	ssa08	.	snoRNA		
ENSSSAG00000002599	ssa01	.	lncRNA		
ENSSSAG00000002601	ssa08	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000002604	ssa08	.	snoRNA		
ENSSSAG00000002606	ssa08	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000002621	ssa02	.	protein_coding	MARF1	meiosis arrest female protein 1 homolog [Source:NCBI gene%3BAcc:106589040]
ENSSSAG00000002630	ssa01	.	miRNA		
ENSSSAG00000002633	ssa06	.	pseudogene		
ENSSSAG00000002636	ssa09	.	protein_coding		
ENSSSAG00000002651	ssa06	.	lncRNA		
ENSSSAG00000002656	ssa09	.	protein_coding		
ENSSSAG00000002659	ssa07	.	lncRNA		
ENSSSAG00000002663	ssa10	.	pseudogene		
ENSSSAG00000002667	ssa06	.	protein_coding	alyref	THO complex subunit 4-like [Source:NCBI gene%3BAcc:106606965]
ENSSSAG00000002674	ssa09	.	protein_coding		protocadherin alpha-8-like [Source:NCBI gene%3BAcc:106611686]
ENSSSAG00000002675	ssa07	.	lncRNA		
ENSSSAG00000002689	ssa06	.	lncRNA		
ENSSSAG00000002690	ssa09	.	lncRNA		
ENSSSAG00000002702	ssa09	.	lncRNA		
ENSSSAG00000002705	ssa09	.	lncRNA		
ENSSSAG00000002707	ssa09	.	lncRNA		
ENSSSAG00000002729	ssa06	.	protein_coding	tbl3	transducin beta-like protein 3 [Source:NCBI gene%3BAcc:106606613]
ENSSSAG00000002731	ssa07	.	lncRNA		
ENSSSAG00000002738	ssa10	.	snoRNA		
ENSSSAG00000002739	ssa03	.	snoRNA		
ENSSSAG00000002741	ssa03	.	snoRNA		
ENSSSAG00000002743	ssa03	.	snoRNA		
ENSSSAG00000002746	ssa03	.	protein_coding	ppfia3	liprin-alpha-3-like [Source:NCBI gene%3BAcc:106601576]
ENSSSAG00000002764	ssa06	.	lncRNA		
ENSSSAG00000002766	ssa06	.	lncRNA		
ENSSSAG00000002776	ssa07	.	pseudogene		
ENSSSAG00000002778	ssa06	.	protein_coding	ARL16	ADP-ribosylation factor-like protein 16 [Source:NCBI gene%3BAcc:106606260]
ENSSSAG00000002785	ssa09	.	lncRNA		
ENSSSAG00000002788	ssa07	.	lncRNA		
ENSSSAG00000002796	ssa07	.	lncRNA		
ENSSSAG00000002813	ssa05	.	protein_coding	zgc:136493	putative 2-hydroxyacid dehydrogenase SE_1879 [Source:NCBI gene%3BAcc:106606147]
ENSSSAG00000002827	ssa03	.	protein_coding	paqr4a	progestin and adipoQ receptor family member 4-like [Source:NCBI gene%3BAcc:106601588]
ENSSSAG00000002839	ssa02	.	lncRNA		
ENSSSAG00000002840	ssa02	.	lncRNA		
ENSSSAG00000002868	ssa05	.	lncRNA		
ENSSSAG00000002874	ssa07	.	pseudogene		
ENSSSAG00000002912	ssa06	.	lncRNA		
ENSSSAG00000002916	ssa06	.	pseudogene		
ENSSSAG00000002927	ssa06	.	lncRNA		
ENSSSAG00000002933	ssa02	.	lncRNA		
ENSSSAG00000002936	ssa06	.	lncRNA		
ENSSSAG00000002937	ssa05	.	lncRNA		
ENSSSAG00000002963	ssa05	.	protein_coding	c1s	complement component 1%2C s subcomponent [Source:ZFIN%3BAcc:ZDB-GENE-030131-1232]
ENSSSAG00000002977	ssa05	.	protein_coding		
ENSSSAG00000002992	ssa05	.	protein_coding	TR11B	
ENSSSAG00000002994	ssa05	.	protein_coding	KCP2	keratinocyte-associated protein 2-like [Source:NCBI gene%3BAcc:106605672]
ENSSSAG00000002997	ssa07	.	lncRNA		
ENSSSAG00000003001	ssa09	.	lncRNA		rootletin-like [Source:NCBI gene%3BAcc:106611898]
ENSSSAG00000003007	ssa03	.	lncRNA		
ENSSSAG00000003014	ssa05	.	protein_coding	cd79a	B-cell antigen receptor complex-associated protein alpha chain-like [Source:NCBI gene%3BAcc:106605673]
ENSSSAG00000003015	ssa02	.	protein_coding	trmt1	tRNA methyltransferase 1 [Source:NCBI gene%3BAcc:100380529]
ENSSSAG00000003016	ssa06	.	lncRNA		
ENSSSAG00000003026	ssa06	.	snoRNA		
ENSSSAG00000003031	ssa07	.	lncRNA		
ENSSSAG00000003035	ssa07	.	lncRNA		
ENSSSAG00000003046	ssa07	.	lncRNA		
ENSSSAG00000003052	ssa09	.	processed_pseudogene		
ENSSSAG00000003056	ssa07	.	lncRNA		
ENSSSAG00000003057	ssa09	.	pseudogene		
ENSSSAG00000003062	ssa03	.	pseudogene		
ENSSSAG00000003068	ssa09	.	lncRNA		
ENSSSAG00000003071	ssa05	.	lncRNA		
ENSSSAG00000003092	ssa05	.	miRNA	ssa-mir-138-4	ssa-mir-138-4 [Source:miRBase%3BAcc:MI0026496]
ENSSSAG00000003096	ssa05	.	protein_coding		
ENSSSAG00000003118	ssa05	.	protein_coding	pdp1	pyruvate dehydrogenase [acetyl-transferring]-phosphatase 1%2C mitochondrial-like [Source:NCBI gene%3BAcc:106606054]
ENSSSAG00000003129	ssa06	.	miRNA	ssa-mir-338a-4	ssa-mir-338a-4 [Source:miRBase%3BAcc:MI0026689]
ENSSSAG00000003132	ssa06	.	protein_coding		
ENSSSAG00000003136	ssa06	.	lncRNA		
ENSSSAG00000003170	ssa01	.	lncRNA		
ENSSSAG00000003172	ssa01	.	miRNA	ssa-mir-456-2	ssa-mir-456-2 [Source:miRBase%3BAcc:MI0026707]
ENSSSAG00000003190	ssa09	.	snoRNA	SNORD33	Small nucleolar RNA Z195/SNORD33/SNORD32 family [Source:RFAM%3BAcc:RF00133]
ENSSSAG00000003192	ssa09	.	snoRNA		
ENSSSAG00000003201	ssa08	.	lncRNA		
ENSSSAG00000003205	ssa08	.	protein_coding		upregulator of cell proliferation [Source:HGNC Symbol%3BAcc:HGNC:30890]
ENSSSAG00000003209	ssa03	.	lncRNA		
ENSSSAG00000003212	ssa07	.	pseudogene		
ENSSSAG00000003227	ssa09	.	lncRNA		
ENSSSAG00000003229	ssa09	.	lncRNA		
ENSSSAG00000003230	ssa01	.	snoRNA		
ENSSSAG00000003232	ssa01	.	snoRNA		
ENSSSAG00000003234	ssa01	.	snoRNA		small nucleolar RNA%2C C/D box 72 [Source:HGNC Symbol%3BAcc:HGNC:32733]
ENSSSAG00000003243	ssa08	.	protein_coding	hmx4	homeobox protein HMX3-B-like [Source:NCBI gene%3BAcc:106610426]
ENSSSAG00000003245	ssa01	.	snRNA	U7	U7 small nuclear RNA [Source:RFAM%3BAcc:RF00066]
ENSSSAG00000003252	ssa07	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000003255	ssa08	.	lncRNA		
ENSSSAG00000003259	ssa08	.	lncRNA		
ENSSSAG00000003281	ssa08	.	lncRNA		
ENSSSAG00000003292	ssa04	.	lncRNA		uncharacterized LOC106602172 [Source:NCBI gene%3BAcc:106602172]
ENSSSAG00000003297	ssa05	.	protein_coding	casp2	caspase-2-like [Source:NCBI gene%3BAcc:106605831]
ENSSSAG00000003311	ssa08	.	pseudogene		
ENSSSAG00000003315	ssa09	.	protein_coding	SPIT1	kunitz-type protease inhibitor 1-like [Source:NCBI gene%3BAcc:106610865]
ENSSSAG00000003326	ssa05	.	protein_coding	plekhg6	uncharacterized LOC106605849 [Source:NCBI gene%3BAcc:106605849]
ENSSSAG00000003337	ssa05	.	lncRNA		
ENSSSAG00000003345	ssa05	.	protein_coding	wnt4b	protein Wnt-4-like [Source:NCBI gene%3BAcc:106605854]
ENSSSAG00000003347	ssa01	.	protein_coding	srrm1	serine/arginine repetitive matrix protein 1-like [Source:NCBI gene%3BAcc:106579139]
ENSSSAG00000003358	ssa03	.	protein_coding	at7l3	Ataxin-7-like protein 3 [Source:NCBI gene%3BAcc:100196622]
ENSSSAG00000003372	ssa04	.	snoRNA		
ENSSSAG00000003374	ssa08	.	lncRNA		
ENSSSAG00000003376	ssa04	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000003379	ssa08	.	lncRNA		
ENSSSAG00000003396	ssa07	.	lncRNA		
ENSSSAG00000003400	ssa01	.	pseudogene		
ENSSSAG00000003403	ssa05	.	protein_coding	MLF2	myeloid leukemia factor 2-like [Source:NCBI gene%3BAcc:106605851]
ENSSSAG00000003405	ssa08	.	pseudogene		
ENSSSAG00000003411	ssa08	.	lncRNA		proteinase-activated receptor 3-like [Source:NCBI gene%3BAcc:106610453]
ENSSSAG00000003417	ssa05	.	protein_coding		beta-enolase-like [Source:NCBI gene%3BAcc:106605855]
ENSSSAG00000003421	ssa06	.	lncRNA		
ENSSSAG00000003449	ssa01	.	pseudogene		
ENSSSAG00000003455	ssa05	.	lncRNA		
ENSSSAG00000003459	ssa05	.	lncRNA		
ENSSSAG00000003461	ssa05	.	protein_coding		
ENSSSAG00000003464	ssa03	.	protein_coding		transportin-2-like [Source:NCBI gene%3BAcc:106601659]
ENSSSAG00000003465	ssa03	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000003470	ssa05	.	protein_coding		
ENSSSAG00000003472	ssa05	.	miRNA	ssa-mir-138-4	ssa-mir-138-4 [Source:miRBase%3BAcc:MI0026496]
ENSSSAG00000003476	ssa02	.	lncRNA		
ENSSSAG00000003481	ssa02	.	lncRNA		
ENSSSAG00000003483	ssa04	.	protein_coding	pkd2	polycystin-2-like [Source:NCBI gene%3BAcc:106602263]
ENSSSAG00000003492	ssa08	.	pseudogene		
ENSSSAG00000003526	ssa06	.	protein_coding	recql5	RecQ helicase-like 5 [Source:ZFIN%3BAcc:ZDB-GENE-071214-1]
ENSSSAG00000003530	ssa05	.	lncRNA		
ENSSSAG00000003531	ssa05	.	lncRNA		
ENSSSAG00000003532	ssa05	.	lncRNA		
ENSSSAG00000003533	ssa07	.	protein_coding	mybpc1	myosin binding protein C1 [Source:NCBI gene%3BAcc:106609429]
ENSSSAG00000003537	ssa05	.	pseudogene		
ENSSSAG00000003551	ssa03	.	snRNA	U7	U7 small nuclear RNA [Source:RFAM%3BAcc:RF00066]
ENSSSAG00000003557	ssa03	.	miRNA	ssa-mir-33b	ssa-mir-33b [Source:miRBase%3BAcc:MI0026692]
ENSSSAG00000003563	ssa01	.	lncRNA		
ENSSSAG00000003578	ssa02	.	lncRNA		
ENSSSAG00000003581	ssa05	.	miRNA	ssa-mir-92b	ssa-mir-92b [Source:miRBase%3BAcc:MI0026762]
ENSSSAG00000003586	ssa03	.	protein_coding	pam16	mitochondrial import inner membrane translocase subunit tim16-like [Source:NCBI gene%3BAcc:106601835]
ENSSSAG00000003601	ssa01	.	protein_coding	maco1b	macoilin-2-like [Source:NCBI gene%3BAcc:106579821]
ENSSSAG00000003609	ssa08	.	lncRNA		
ENSSSAG00000003619	ssa02	.	lncRNA		
ENSSSAG00000003630	ssa06	.	lncRNA		
ENSSSAG00000003632	ssa06	.	lncRNA		
ENSSSAG00000003637	ssa05	.	pseudogene		
ENSSSAG00000003640	ssa07	.	lncRNA		
ENSSSAG00000003669	ssa01	.	lncRNA		
ENSSSAG00000003672	ssa08	.	processed_pseudogene		
ENSSSAG00000003678	ssa08	.	pseudogene		catenin delta-1-like [Source:NCBI gene%3BAcc:106610489]
ENSSSAG00000003679	ssa06	.	lncRNA		
ENSSSAG00000003685	ssa08	.	lncRNA		
ENSSSAG00000003689	ssa06	.	lncRNA		
ENSSSAG00000003701	ssa06	.	protein_coding		actin%2C non-muscle 6.2 [Source:NCBI gene%3BAcc:106606192]
ENSSSAG00000003705	ssa01	.	processed_pseudogene		
ENSSSAG00000003708	ssa05	.	lncRNA		
ENSSSAG00000003711	ssa05	.	pseudogene		
ENSSSAG00000003734	ssa01	.	protein_coding		
ENSSSAG00000003737	ssa08	.	lncRNA		
ENSSSAG00000003749	ssa05	.	protein_coding	ubqln4	ubiquilin-4-like [Source:NCBI gene%3BAcc:106605242]
ENSSSAG00000003754	ssa04	.	lncRNA		
ENSSSAG00000003757	ssa06	.	lncRNA		
ENSSSAG00000003764	ssa08	.	lncRNA		
ENSSSAG00000003769	ssa08	.	lncRNA		
ENSSSAG00000003770	ssa08	.	lncRNA		
ENSSSAG00000003785	ssa01	.	lncRNA		
ENSSSAG00000003788	ssa06	.	lncRNA		
ENSSSAG00000003799	ssa05	.	pseudogene		
ENSSSAG00000003823	ssa05	.	protein_coding		
ENSSSAG00000003825	ssa05	.	protein_coding		
ENSSSAG00000003829	ssa04	.	lncRNA		
ENSSSAG00000003837	ssa07	.	lncRNA		
ENSSSAG00000003861	ssa01	.	pseudogene		heat shock protein 30-like [Source:NCBI gene%3BAcc:106563452]
ENSSSAG00000003865	ssa01	.	lncRNA		
ENSSSAG00000003869	ssa01	.	pseudogene		
ENSSSAG00000003871	ssa05	.	protein_coding		complement C1s subcomponent-like [Source:NCBI gene%3BAcc:106605730]
ENSSSAG00000003884	ssa03	.	pseudogene		
ENSSSAG00000003885	ssa07	.	lncRNA		
ENSSSAG00000003893	ssa05	.	snoRNA		
ENSSSAG00000003901	ssa07	.	lncRNA		
ENSSSAG00000003906	ssa08	.	lncRNA		
ENSSSAG00000003909	ssa08	.	lncRNA		
ENSSSAG00000003930	ssa09	.	lncRNA		
ENSSSAG00000003935	ssa09	.	lncRNA		
ENSSSAG00000003936	ssa09	.	lncRNA		uncharacterized LOC106611880 [Source:NCBI gene%3BAcc:106611880]
ENSSSAG00000003947	ssa08	.	scaRNA		
ENSSSAG00000003953	ssa10	.	lncRNA		
ENSSSAG00000003954	ssa05	.	lncRNA		
ENSSSAG00000003970	ssa03	.	lncRNA		zinc finger CCCH domain-containing protein 18-like [Source:NCBI gene%3BAcc:106601854]
ENSSSAG00000003981	ssa03	.	snoRNA		
ENSSSAG00000003982	ssa08	.	protein_coding	elf2b	ETS-related transcription factor Elf-2-like [Source:NCBI gene%3BAcc:106610549]
ENSSSAG00000003984	ssa03	.	protein_coding		
ENSSSAG00000003989	ssa11	.	protein_coding	rxfp3.3a2	relaxin-3 receptor 1-like [Source:NCBI gene%3BAcc:106562584]
ENSSSAG00000003993	ssa08	.	protein_coding	noctb	nocturnin b [Source:ZFIN%3BAcc:ZDB-GENE-110930-4]
ENSSSAG00000003994	ssa05	.	lncRNA		
ENSSSAG00000003995	ssa05	.	lncRNA		
ENSSSAG00000003996	ssa03	.	protein_coding	moto	uncharacterized protein C17orf104 homolog [Source:NCBI gene%3BAcc:106601036]
ENSSSAG00000004005	ssa03	.	protein_coding	CCD43	coiled-coil domain-containing protein 43-like [Source:NCBI gene%3BAcc:106601037]
ENSSSAG00000004017	ssa03	.	lncRNA		
ENSSSAG00000004027	ssa10	.	lncRNA		
ENSSSAG00000004037	ssa08	.	protein_coding	elf2b	E74-like factor 2b (ets domain transcription factor) [Source:ZFIN%3BAcc:ZDB-GENE-031215-1]
ENSSSAG00000004067	ssa07	.	miRNA	ssa-let-7b-2	ssa-let-7b-2 [Source:miRBase%3BAcc:MI0026753]
ENSSSAG00000004070	ssa03	.	protein_coding		serine/threonine-protein kinase 19-like [Source:NCBI gene%3BAcc:106601674]
ENSSSAG00000004073	ssa04	.	lncRNA		
ENSSSAG00000004074	ssa08	.	protein_coding	hgsnat	heparan-alpha-glucosaminide N-acetyltransferase [Source:ZFIN%3BAcc:ZDB-GENE-140106-144]
ENSSSAG00000004079	ssa04	.	protein_coding	ppa2	inorganic pyrophosphatase-like [Source:NCBI gene%3BAcc:106602282]
ENSSSAG00000004087	ssa07	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000004123	ssa03	.	lncRNA		
ENSSSAG00000004143	ssa09	.	lncRNA		
ENSSSAG00000004146	ssa11	.	snoRNA	SNORD83	Small nucleolar RNA SNORD83 [Source:RFAM%3BAcc:RF00137]
ENSSSAG00000004160	ssa11	.	snoRNA		
ENSSSAG00000004161	ssa11	.	lncRNA		
ENSSSAG00000004164	ssa11	.	snoRNA		small nucleolar RNA%2C H/ACA box 36C [Source:HGNC Symbol%3BAcc:HGNC:33616]
ENSSSAG00000004166	ssa11	.	lncRNA		
ENSSSAG00000004169	ssa11	.	snoRNA	SNORD83	Small nucleolar RNA SNORD83 [Source:RFAM%3BAcc:RF00137]
ENSSSAG00000004194	ssa12	.	protein_coding	atp5md	up-regulated during skeletal muscle growth protein 5-like [Source:NCBI gene%3BAcc:106564626]
ENSSSAG00000004195	ssa12	.	protein_coding		
ENSSSAG00000004202	ssa12	.	protein_coding	atp5md	up-regulated during skeletal muscle growth protein 5-like [Source:NCBI gene%3BAcc:106564631]
ENSSSAG00000004210	ssa08	.	lncRNA		
ENSSSAG00000004214	ssa08	.	protein_coding	hmx4	homeobox protein HMX3-B-like [Source:NCBI gene%3BAcc:106610574]
ENSSSAG00000004224	ssa12	.	protein_coding		zinc finger protein 501-like [Source:NCBI gene%3BAcc:106564033]
ENSSSAG00000004226	ssa11	.	pseudogene		
ENSSSAG00000004231	ssa12	.	lncRNA		
ENSSSAG00000004240	ssa02	.	lncRNA		
ENSSSAG00000004242	ssa12	.	lncRNA		
ENSSSAG00000004244	ssa02	.	lncRNA		
ENSSSAG00000004248	ssa02	.	lncRNA		
ENSSSAG00000004250	ssa02	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000004260	ssa05	.	protein_coding	plekha8	pleckstrin homology domain containing A8 [Source:NCBI gene%3BAcc:106606090]
ENSSSAG00000004273	ssa03	.	miRNA	ssa-mir-152	ssa-mir-152 [Source:miRBase%3BAcc:MI0026516]
ENSSSAG00000004288	ssa09	.	protein_coding		ubl carboxyl-terminal hydrolase 18-like [Source:NCBI gene%3BAcc:106610577]
ENSSSAG00000004295	ssa12	.	snoRNA	SNORD15	Small nucleolar RNA SNORD15 [Source:RFAM%3BAcc:RF00067]
ENSSSAG00000004298	ssa12	.	snoRNA		
ENSSSAG00000004317	ssa12	.	snoRNA		
ENSSSAG00000004318	ssa14	.	lncRNA		
ENSSSAG00000004326	ssa14	.	lncRNA		
ENSSSAG00000004333	ssa14	.	lncRNA		
ENSSSAG00000004339	ssa14	.	lncRNA		uncharacterized LOC106569063 [Source:NCBI gene%3BAcc:106569063]
ENSSSAG00000004341	ssa14	.	lncRNA		
ENSSSAG00000004353	ssa01	.	lncRNA		exocyst complex component 3-like protein [Source:NCBI gene%3BAcc:106586342]
ENSSSAG00000004357	ssa06	.	snoRNA		
ENSSSAG00000004362	ssa06	.	protein_coding	ndufb10	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10-like [Source:NCBI gene%3BAcc:106606616]
ENSSSAG00000004372	ssa12	.	protein_coding		piggyBac transposable element-derived protein 4-like [Source:NCBI gene%3BAcc:106564062]
ENSSSAG00000004373	ssa14	.	lncRNA		
ENSSSAG00000004374	ssa14	.	lncRNA		
ENSSSAG00000004381	ssa05	.	lncRNA		
ENSSSAG00000004385	ssa05	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000004387	ssa05	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000004401	ssa12	.	lncRNA		
ENSSSAG00000004402	ssa12	.	lncRNA		
ENSSSAG00000004403	ssa01	.	lncRNA		
ENSSSAG00000004414	ssa14	.	lncRNA		
ENSSSAG00000004424	ssa03	.	protein_coding	HoxB4aa	homeobox protein Hox-B4a-like [Source:NCBI gene%3BAcc:106600837]
ENSSSAG00000004428	ssa05	.	protein_coding	gpr20	G protein-coupled receptor 20 [Source:ZFIN%3BAcc:ZDB-GENE-140106-136]
ENSSSAG00000004435	ssa03	.	miRNA	ssa-mir-10a-2	ssa-mir-10a-2 [Source:miRBase%3BAcc:MI0026443]
ENSSSAG00000004439	ssa03	.	lncRNA		
ENSSSAG00000004445	ssa01	.	pseudogene		
ENSSSAG00000004459	ssa06	.	protein_coding		
ENSSSAG00000004474	ssa06	.	snoRNA	SNORA71	Small nucleolar RNA SNORA71 [Source:RFAM%3BAcc:RF00056]
ENSSSAG00000004478	ssa14	.	lncRNA		
ENSSSAG00000004486	ssa12	.	lncRNA		
ENSSSAG00000004498	ssa14	.	lncRNA		
ENSSSAG00000004501	ssa03	.	miRNA	ssa-mir-196b-2	ssa-mir-196b-2 [Source:miRBase%3BAcc:MI0026564]
ENSSSAG00000004509	ssa14	.	lncRNA		
ENSSSAG00000004513	ssa14	.	miRNA	ssa-mir-9a-3	ssa-mir-9a-3 [Source:miRBase%3BAcc:MI0026771]
ENSSSAG00000004517	ssa11	.	snoRNA		
ENSSSAG00000004518	ssa12	.	protein_coding		amine sulfotransferase-like [Source:NCBI gene%3BAcc:106564437]
ENSSSAG00000004531	ssa06	.	protein_coding	RT07	28S ribosomal protein S7%2C mitochondrial-like [Source:NCBI gene%3BAcc:106606611]
ENSSSAG00000004553	ssa12	.	protein_coding	CUTA	protein CutA homolog [Source:NCBI gene%3BAcc:106564433]
ENSSSAG00000004555	ssa14	.	lncRNA		
ENSSSAG00000004559	ssa01	.	snRNA	U7	U7 small nuclear RNA [Source:RFAM%3BAcc:RF00066]
ENSSSAG00000004568	ssa13	.	lncRNA		
ENSSSAG00000004574	ssa14	.	lncRNA		
ENSSSAG00000004576	ssa05	.	protein_coding	zhx2a	zinc fingers and homeoboxes protein 2-like [Source:NCBI gene%3BAcc:106606110]
ENSSSAG00000004577	ssa14	.	miRNA	ssa-mir-9a-8	ssa-mir-9a-8 [Source:miRBase%3BAcc:MI0026776]
ENSSSAG00000004605	ssa12	.	protein_coding		
ENSSSAG00000004613	ssa12	.	lncRNA		
ENSSSAG00000004628	ssa12	.	lncRNA		
ENSSSAG00000004636	ssa13	.	lncRNA		
ENSSSAG00000004641	ssa06	.	protein_coding	gga3b	ADP-ribosylation factor-binding protein GGA3-like [Source:NCBI gene%3BAcc:106606608]
ENSSSAG00000004646	ssa09	.	miRNA	ssa-mir-458	ssa-mir-458 [Source:miRBase%3BAcc:MI0026708]
ENSSSAG00000004655	ssa06	.	snoRNA		
ENSSSAG00000004658	ssa06	.	snoRNA		
ENSSSAG00000004659	ssa06	.	snoRNA		
ENSSSAG00000004673	ssa04	.	miRNA	ssa-mir-144	ssa-mir-144 [Source:miRBase%3BAcc:MI0026504]
ENSSSAG00000004678	ssa06	.	lncRNA		
ENSSSAG00000004691	ssa05	.	protein_coding		cytolysin Src-1-like [Source:NCBI gene%3BAcc:106606121]
ENSSSAG00000004696	ssa06	.	pseudogene		
ENSSSAG00000004711	ssa03	.	protein_coding		somatostatin-1-like [Source:NCBI gene%3BAcc:106598589]
ENSSSAG00000004729	ssa07	.	miRNA	ssa-mir-183-3	ssa-mir-183-3 [Source:miRBase%3BAcc:MI0026546]
ENSSSAG00000004737	ssa07	.	miRNA	ssa-mir-96-1	ssa-mir-96-1 [Source:miRBase%3BAcc:MI0026765]
ENSSSAG00000004741	ssa07	.	miRNA	ssa-mir-182	ssa-mir-182 [Source:miRBase%3BAcc:MI0026543]
ENSSSAG00000004743	ssa07	.	miRNA	ssa-mir-182	ssa-mir-182 [Source:miRBase%3BAcc:MI0026543]
ENSSSAG00000004744	ssa01	.	snoRNA		
ENSSSAG00000004745	ssa01	.	snoRNA		
ENSSSAG00000004775	ssa03	.	lncRNA		
ENSSSAG00000004806	ssa13	.	lncRNA		
ENSSSAG00000004815	ssa11	.	lncRNA		
ENSSSAG00000004827	ssa12	.	lncRNA		
ENSSSAG00000004829	ssa06	.	miRNA	ssa-mir-7132a	ssa-mir-7132a [Source:miRBase%3BAcc:MI0026721]
ENSSSAG00000004831	ssa12	.	lncRNA		
ENSSSAG00000004835	ssa10	.	lncRNA		
ENSSSAG00000004852	ssa10	.	lncRNA		
ENSSSAG00000004856	ssa12	.	protein_coding		activating transcription factor 7-interacting protein 1-like [Source:NCBI gene%3BAcc:106564449]
ENSSSAG00000004888	ssa02	.	protein_coding	txndc11	thioredoxin domain-containing protein 11-like [Source:NCBI gene%3BAcc:106585183]
ENSSSAG00000004900	ssa07	.	miRNA	ssa-mir-182	ssa-mir-182 [Source:miRBase%3BAcc:MI0026543]
ENSSSAG00000004901	ssa09	.	lncRNA		
ENSSSAG00000004903	ssa09	.	processed_pseudogene		
ENSSSAG00000004928	ssa03	.	pseudogene		
ENSSSAG00000004934	ssa04	.	lncRNA		
ENSSSAG00000004935	ssa03	.	lncRNA		
ENSSSAG00000004936	ssa03	.	lncRNA		
ENSSSAG00000004974	ssa07	.	protein_coding		
ENSSSAG00000004980	ssa12	.	pseudogene		
ENSSSAG00000004986	ssa14	.	lncRNA		
ENSSSAG00000004987	ssa14	.	lncRNA		
ENSSSAG00000004988	ssa07	.	protein_coding	cpsf6	cleavage and polyadenylation specific factor 6 [Source:NCBI gene%3BAcc:106609799]
ENSSSAG00000005011	ssa07	.	protein_coding	yeats4	YEATS domain-containing protein 4 [Source:NCBI gene%3BAcc:106609801]
ENSSSAG00000005029	ssa07	.	lncRNA		
ENSSSAG00000005032	ssa07	.	lncRNA		
ENSSSAG00000005036	ssa12	.	lncRNA		
ENSSSAG00000005038	ssa07	.	lncRNA		
ENSSSAG00000005039	ssa07	.	lncRNA		
ENSSSAG00000005049	ssa07	.	lncRNA		
ENSSSAG00000005068	ssa05	.	lncRNA		
ENSSSAG00000005069	ssa05	.	lncRNA		
ENSSSAG00000005071	ssa06	.	snoRNA		
