gene_id	worst_effect
ENSSSAG00000075908	identical
ENSSSAG00000075913	identical
ENSSSAG00000075915	identical
ENSSSAG00000075917	identical
ENSSSAG00000075918	frameshift
ENSSSAG00000075919	frameshift
ENSSSAG00000000103	identical
ENSSSAG00000000109	frameshift
ENSSSAG00000000116	identical
ENSSSAG00000000169	identical
ENSSSAG00000000175	identical
ENSSSAG00000000182	identical
ENSSSAG00000000184	synonymous
ENSSSAG00000000486	frameshift
ENSSSAG00000000915	identical
ENSSSAG00000000921	frameshift
ENSSSAG00000000934	nonsynonymous
ENSSSAG00000000944	synonymous
ENSSSAG00000000954	identical
ENSSSAG00000000965	frameshift
ENSSSAG00000000992	synonymous
ENSSSAG00000001030	nonsynonymous
ENSSSAG00000001149	frameshift
ENSSSAG00000001158	identical
ENSSSAG00000001356	synonymous
ENSSSAG00000001833	identical
ENSSSAG00000001834	identical
ENSSSAG00000001862	frameshift
ENSSSAG00000002085	identical
ENSSSAG00000002098	identical
ENSSSAG00000002111	frameshift
ENSSSAG00000002144	identical
ENSSSAG00000002187	identical
ENSSSAG00000002241	inframe_insertion
ENSSSAG00000002247	frameshift
ENSSSAG00000002252	identical
ENSSSAG00000002303	identical
ENSSSAG00000002414	nonsynonymous
ENSSSAG00000002433	identical
ENSSSAG00000002445	identical
ENSSSAG00000002461	identical
ENSSSAG00000002467	identical
ENSSSAG00000002535	nonsynonymous
ENSSSAG00000002853	identical
ENSSSAG00000003629	inframe_deletion
ENSSSAG00000003670	identical
ENSSSAG00000004285	nonsynonymous
ENSSSAG00000005354	frameshift
ENSSSAG00000005432	start_lost
ENSSSAG00000006587	nonsynonymous
ENSSSAG00000006603	synonymous
ENSSSAG00000006665	identical
ENSSSAG00000006902	identical
ENSSSAG00000006903	frameshift
ENSSSAG00000006922	identical
ENSSSAG00000006986	identical
ENSSSAG00000006993	identical
ENSSSAG00000007000	identical
ENSSSAG00000007004	synonymous
ENSSSAG00000007047	synonymous
ENSSSAG00000007951	synonymous
ENSSSAG00000007961	identical
ENSSSAG00000007976	identical
ENSSSAG00000008049	synonymous
ENSSSAG00000008210	nonsynonymous
ENSSSAG00000008278	frameshift
ENSSSAG00000008280	identical
ENSSSAG00000008314	identical
ENSSSAG00000008379	identical
ENSSSAG00000008381	nonsynonymous
ENSSSAG00000008390	identical
ENSSSAG00000008559	identical
ENSSSAG00000008567	identical
ENSSSAG00000008577	identical
ENSSSAG00000008584	identical
ENSSSAG00000008587	identical
ENSSSAG00000008595	nonsynonymous
ENSSSAG00000008614	synonymous
ENSSSAG00000008619	identical
ENSSSAG00000008626	identical
ENSSSAG00000008648	synonymous
ENSSSAG00000008849	synonymous
ENSSSAG00000014067	frameshift
ENSSSAG00000015358	identical
ENSSSAG00000015616	frameshift
ENSSSAG00000023678	frameshift
ENSSSAG00000023736	identical
ENSSSAG00000023874	identical
ENSSSAG00000024940	identical
ENSSSAG00000028699	identical
ENSSSAG00000028855	identical
ENSSSAG00000029115	identical
ENSSSAG00000029462	nonsynonymous
ENSSSAG00000030734	frameshift
ENSSSAG00000031576	identical
ENSSSAG00000000104	synonymous
ENSSSAG00000000113	identical
ENSSSAG00000000117	identical
ENSSSAG00000000258	identical
ENSSSAG00000000768	nonsynonymous
ENSSSAG00000001133	identical
ENSSSAG00000001166	identical
ENSSSAG00000001268	identical
ENSSSAG00000001270	identical
ENSSSAG00000001279	synonymous
ENSSSAG00000001290	identical
ENSSSAG00000001299	synonymous
ENSSSAG00000001304	identical
ENSSSAG00000001313	identical
ENSSSAG00000001321	frameshift
ENSSSAG00000001323	nonsynonymous
ENSSSAG00000001329	synonymous
ENSSSAG00000001340	synonymous
ENSSSAG00000001376	identical
ENSSSAG00000001412	identical
ENSSSAG00000001423	identical
ENSSSAG00000001425	frameshift
ENSSSAG00000029624	nonsynonymous
ENSSSAG00000001427	nonsynonymous
ENSSSAG00000001429	nonsynonymous
ENSSSAG00000001431	synonymous
ENSSSAG00000001433	identical
ENSSSAG00000001436	identical
ENSSSAG00000001444	identical
ENSSSAG00000001448	identical
ENSSSAG00000001809	frameshift
ENSSSAG00000027035	nonsynonymous
ENSSSAG00000028365	identical
ENSSSAG00000028618	identical
ENSSSAG00000028821	identical
ENSSSAG00000032452	nonsynonymous
ENSSSAG00000055884	identical
ENSSSAG00000055889	start_lost
ENSSSAG00000055899	identical
ENSSSAG00000055907	nonsynonymous
ENSSSAG00000055911	nonsynonymous
ENSSSAG00000055914	synonymous
ENSSSAG00000055922	synonymous
ENSSSAG00000055929	identical
ENSSSAG00000055934	synonymous
ENSSSAG00000055941	identical
ENSSSAG00000055949	nonsynonymous
ENSSSAG00000056007	start_lost
ENSSSAG00000059144	inframe_insertion
ENSSSAG00000059158	frameshift
ENSSSAG00000059225	nonsynonymous
ENSSSAG00000062430	synonymous
ENSSSAG00000062463	identical
ENSSSAG00000062552	identical
ENSSSAG00000062565	synonymous
ENSSSAG00000062635	identical
ENSSSAG00000062680	nonsynonymous
ENSSSAG00000062699	nonsynonymous
ENSSSAG00000062789	identical
ENSSSAG00000062853	nonsynonymous
ENSSSAG00000065078	inframe_insertion
ENSSSAG00000066069	nonsynonymous
ENSSSAG00000012745	identical
ENSSSAG00000066209	identical
ENSSSAG00000066228	frameshift
ENSSSAG00000066270	identical
ENSSSAG00000067860	frameshift
ENSSSAG00000067894	identical
ENSSSAG00000067930	nonsynonymous
ENSSSAG00000068303	identical
ENSSSAG00000068307	stop_gained
ENSSSAG00000068308	nonsynonymous
ENSSSAG00000068314	start_lost
ENSSSAG00000068323	identical
ENSSSAG00000068334	nonsynonymous
ENSSSAG00000068340	identical
ENSSSAG00000068344	synonymous
ENSSSAG00000068346	identical
ENSSSAG00000068350	identical
ENSSSAG00000068356	synonymous
ENSSSAG00000068364	identical
ENSSSAG00000068371	nonsynonymous
ENSSSAG00000068387	identical
ENSSSAG00000069002	identical
ENSSSAG00000069017	synonymous
ENSSSAG00000069079	nonsynonymous
ENSSSAG00000069088	identical
ENSSSAG00000000766	frameshift
ENSSSAG00000001804	identical
ENSSSAG00000001820	start_lost
ENSSSAG00000001960	frameshift
ENSSSAG00000001970	identical
ENSSSAG00000001987	identical
ENSSSAG00000002021	identical
ENSSSAG00000002025	identical
ENSSSAG00000002046	identical
ENSSSAG00000002120	nonsynonymous
ENSSSAG00000002128	identical
ENSSSAG00000048627	inframe_deletion
ENSSSAG00000002365	frameshift
ENSSSAG00000003342	nonsynonymous
ENSSSAG00000004411	nonsynonymous
ENSSSAG00000005447	frameshift
ENSSSAG00000005504	nonsynonymous
ENSSSAG00000005514	identical
ENSSSAG00000005517	identical
ENSSSAG00000005525	identical
ENSSSAG00000005550	identical
ENSSSAG00000005555	nonsynonymous
ENSSSAG00000005562	synonymous
ENSSSAG00000005574	nonsynonymous
ENSSSAG00000005583	synonymous
ENSSSAG00000005853	nonsynonymous
ENSSSAG00000041749	synonymous
ENSSSAG00000042518	synonymous
ENSSSAG00000071939	frameshift
ENSSSAG00000074138	identical
ENSSSAG00000074154	identical
ENSSSAG00000074184	nonsynonymous
ENSSSAG00000074190	frameshift
ENSSSAG00000074196	nonsynonymous
ENSSSAG00000074203	identical
ENSSSAG00000074334	identical
ENSSSAG00000074335	identical
ENSSSAG00000074336	frameshift
ENSSSAG00000074338	identical
ENSSSAG00000074341	identical
ENSSSAG00000074376	synonymous
ENSSSAG00000075299	frameshift
ENSSSAG00000075318	identical
ENSSSAG00000075322	frameshift
ENSSSAG00000075352	synonymous
ENSSSAG00000075458	nonsynonymous
ENSSSAG00000075627	identical
ENSSSAG00000075633	identical
ENSSSAG00000075635	identical
ENSSSAG00000002691	nonsynonymous
ENSSSAG00000075648	nonsynonymous
ENSSSAG00000075892	identical
ENSSSAG00000075912	nonsynonymous
ENSSSAG00000076313	synonymous
ENSSSAG00000076338	nonsynonymous
ENSSSAG00000076348	identical
ENSSSAG00000076369	nonsynonymous
ENSSSAG00000076390	identical
ENSSSAG00000076392	identical
ENSSSAG00000076406	frameshift
ENSSSAG00000076859	inframe_deletion
ENSSSAG00000077178	identical
ENSSSAG00000078050	identical
ENSSSAG00000078055	identical
ENSSSAG00000078069	identical
ENSSSAG00000078071	identical
ENSSSAG00000078083	identical
ENSSSAG00000078355	inframe_deletion
ENSSSAG00000078927	identical
ENSSSAG00000078930	identical
ENSSSAG00000078988	nonsynonymous
ENSSSAG00000079832	nonsynonymous
ENSSSAG00000079835	identical
ENSSSAG00000079858	frameshift
ENSSSAG00000080125	synonymous
ENSSSAG00000080152	synonymous
ENSSSAG00000080162	stop_gained
ENSSSAG00000080243	frameshift
ENSSSAG00000080261	identical
ENSSSAG00000080269	identical
ENSSSAG00000080271	nonsynonymous
ENSSSAG00000080274	synonymous
ENSSSAG00000080275	identical
ENSSSAG00000080276	identical
ENSSSAG00000000106	nonsynonymous
ENSSSAG00000000112	identical
ENSSSAG00000000115	identical
ENSSSAG00000000121	identical
ENSSSAG00000000126	identical
ENSSSAG00000000146	nonsynonymous
ENSSSAG00000000186	synonymous
ENSSSAG00000000459	synonymous
ENSSSAG00000000817	nonsynonymous
ENSSSAG00000000846	synonymous
ENSSSAG00000000848	identical
ENSSSAG00000000850	nonsynonymous
ENSSSAG00000000854	identical
ENSSSAG00000000861	nonsynonymous
ENSSSAG00000000884	frameshift
ENSSSAG00000000893	identical
ENSSSAG00000001003	identical
ENSSSAG00000001291	identical
ENSSSAG00000001296	identical
ENSSSAG00000001414	nonsynonymous
ENSSSAG00000001815	nonsynonymous
ENSSSAG00000001830	nonsynonymous
ENSSSAG00000001895	synonymous
ENSSSAG00000001904	identical
ENSSSAG00000001914	identical
ENSSSAG00000001928	identical
ENSSSAG00000002470	nonsynonymous
ENSSSAG00000006872	nonsynonymous
ENSSSAG00000006886	identical
ENSSSAG00000006890	nonsynonymous
ENSSSAG00000006894	frameshift
ENSSSAG00000006896	identical
ENSSSAG00000006907	identical
ENSSSAG00000006933	identical
ENSSSAG00000007014	identical
ENSSSAG00000007020	identical
ENSSSAG00000007025	identical
ENSSSAG00000007029	identical
ENSSSAG00000007031	identical
ENSSSAG00000007034	stop_gained
ENSSSAG00000007041	identical
ENSSSAG00000007046	identical
ENSSSAG00000007091	identical
ENSSSAG00000007101	identical
ENSSSAG00000007107	identical
ENSSSAG00000007114	identical
ENSSSAG00000007132	identical
ENSSSAG00000007393	synonymous
ENSSSAG00000015269	nonsynonymous
ENSSSAG00000015291	identical
ENSSSAG00000015356	identical
ENSSSAG00000015948	nonsynonymous
ENSSSAG00000033263	identical
ENSSSAG00000055670	identical
ENSSSAG00000055689	identical
ENSSSAG00000055711	nonsynonymous
ENSSSAG00000055799	nonsynonymous
ENSSSAG00000056346	synonymous
ENSSSAG00000059200	identical
ENSSSAG00000059205	identical
ENSSSAG00000059220	identical
ENSSSAG00000059248	identical
ENSSSAG00000059556	frameshift
ENSSSAG00000059600	identical
ENSSSAG00000060075	nonsynonymous
ENSSSAG00000071873	identical
ENSSSAG00000071896	nonsynonymous
ENSSSAG00000071913	nonsynonymous
ENSSSAG00000072063	nonsynonymous
ENSSSAG00000072945	frameshift
ENSSSAG00000073946	start_lost
ENSSSAG00000073948	identical
ENSSSAG00000073951	identical
ENSSSAG00000073952	identical
ENSSSAG00000073954	nonsynonymous
ENSSSAG00000073966	frameshift
ENSSSAG00000074167	identical
ENSSSAG00000074168	synonymous
ENSSSAG00000074176	identical
ENSSSAG00000074185	stop_gained
ENSSSAG00000074189	identical
ENSSSAG00000074193	inframe_deletion
ENSSSAG00000074209	synonymous
ENSSSAG00000074553	identical
ENSSSAG00000074560	identical
ENSSSAG00000074562	identical
ENSSSAG00000074581	identical
ENSSSAG00000074592	identical
ENSSSAG00000074596	synonymous
ENSSSAG00000000102	nonsynonymous
ENSSSAG00000000107	identical
ENSSSAG00000000111	identical
ENSSSAG00000000141	nonsynonymous
ENSSSAG00000000252	synonymous
ENSSSAG00000000389	identical
ENSSSAG00000000472	frameshift
ENSSSAG00000000590	identical
ENSSSAG00000000606	identical
ENSSSAG00000000630	identical
ENSSSAG00000000728	synonymous
ENSSSAG00000000841	inframe_insertion
ENSSSAG00000000844	identical
ENSSSAG00000000851	identical
ENSSSAG00000000866	identical
ENSSSAG00000056956	nonsynonymous
ENSSSAG00000057174	identical
ENSSSAG00000065428	frameshift
ENSSSAG00000067993	nonsynonymous
ENSSSAG00000068583	nonsynonymous
ENSSSAG00000068607	identical
ENSSSAG00000076086	stop_gained
ENSSSAG00000068611	identical
ENSSSAG00000068637	identical
ENSSSAG00000068658	identical
ENSSSAG00000068673	nonsynonymous
ENSSSAG00000068681	identical
ENSSSAG00000068698	identical
ENSSSAG00000068703	identical
ENSSSAG00000068710	nonsynonymous
ENSSSAG00000068734	synonymous
ENSSSAG00000068737	identical
ENSSSAG00000068740	inframe_insertion
ENSSSAG00000068749	identical
ENSSSAG00000068779	identical
ENSSSAG00000068999	synonymous
ENSSSAG00000069001	nonsynonymous
ENSSSAG00000069008	identical
ENSSSAG00000069011	identical
ENSSSAG00000000137	synonymous
ENSSSAG00000000152	identical
ENSSSAG00000000158	frameshift
ENSSSAG00000000162	identical
ENSSSAG00000000181	identical
ENSSSAG00000000220	identical
ENSSSAG00000000243	synonymous
ENSSSAG00000000317	identical
ENSSSAG00000000491	frameshift
ENSSSAG00000000522	identical
ENSSSAG00000000725	nonsynonymous
ENSSSAG00000000967	identical
ENSSSAG00000000970	identical
ENSSSAG00000000973	identical
ENSSSAG00000000977	identical
ENSSSAG00000000983	frameshift
ENSSSAG00000000985	synonymous
ENSSSAG00000000987	frameshift
ENSSSAG00000000997	identical
ENSSSAG00000001006	identical
ENSSSAG00000001009	frameshift
ENSSSAG00000001016	identical
ENSSSAG00000001020	identical
ENSSSAG00000001022	identical
ENSSSAG00000001028	nonsynonymous
ENSSSAG00000001031	inframe_deletion
ENSSSAG00000001038	synonymous
ENSSSAG00000001058	synonymous
ENSSSAG00000001071	inframe_insertion
ENSSSAG00000001073	identical
ENSSSAG00000001075	nonsynonymous
ENSSSAG00000001076	identical
ENSSSAG00000001078	frameshift
ENSSSAG00000001168	frameshift
ENSSSAG00000001541	nonsynonymous
ENSSSAG00000001603	synonymous
ENSSSAG00000001853	identical
ENSSSAG00000001861	identical
ENSSSAG00000001875	identical
ENSSSAG00000001889	identical
ENSSSAG00000001893	identical
ENSSSAG00000001900	nonsynonymous
ENSSSAG00000002545	frameshift
ENSSSAG00000006361	frameshift
ENSSSAG00000006401	nonsynonymous
ENSSSAG00000006451	identical
ENSSSAG00000006514	nonsynonymous
ENSSSAG00000006746	nonsynonymous
ENSSSAG00000006752	identical
ENSSSAG00000006771	identical
ENSSSAG00000007078	identical
ENSSSAG00000007099	identical
ENSSSAG00000007146	identical
ENSSSAG00000007181	identical
ENSSSAG00000007519	identical
ENSSSAG00000007533	nonsynonymous
ENSSSAG00000007540	identical
ENSSSAG00000007545	synonymous
ENSSSAG00000007554	nonsynonymous
ENSSSAG00000007559	inframe_insertion
ENSSSAG00000007593	nonsynonymous
ENSSSAG00000007901	nonsynonymous
ENSSSAG00000008637	nonsynonymous
ENSSSAG00000008716	identical
ENSSSAG00000009309	identical
ENSSSAG00000009841	nonsynonymous
ENSSSAG00000063847	nonsynonymous
ENSSSAG00000063867	identical
ENSSSAG00000063888	identical
ENSSSAG00000063900	nonsynonymous
ENSSSAG00000063913	synonymous
ENSSSAG00000063968	identical
ENSSSAG00000063979	frameshift
ENSSSAG00000063992	identical
ENSSSAG00000063997	identical
ENSSSAG00000064080	frameshift
ENSSSAG00000064365	nonsynonymous
ENSSSAG00000065976	nonsynonymous
ENSSSAG00000065997	identical
ENSSSAG00000066029	nonsynonymous
ENSSSAG00000066841	identical
ENSSSAG00000066872	identical
ENSSSAG00000066912	inframe_deletion
ENSSSAG00000067040	identical
ENSSSAG00000067044	identical
ENSSSAG00000067050	inframe_insertion
ENSSSAG00000067079	identical
ENSSSAG00000067153	identical
ENSSSAG00000067172	identical
ENSSSAG00000067235	identical
ENSSSAG00000067244	frameshift
ENSSSAG00000067247	nonsynonymous
ENSSSAG00000067249	synonymous
ENSSSAG00000067250	identical
ENSSSAG00000067265	frameshift
ENSSSAG00000067937	synonymous
ENSSSAG00000000105	identical
ENSSSAG00000000108	identical
ENSSSAG00000000131	identical
ENSSSAG00000000160	identical
ENSSSAG00000000177	synonymous
ENSSSAG00000000205	inframe_insertion
ENSSSAG00000000261	identical
ENSSSAG00000000273	identical
ENSSSAG00000000289	identical
ENSSSAG00000000324	identical
ENSSSAG00000000380	identical
ENSSSAG00000000446	synonymous
ENSSSAG00000000455	nonsynonymous
ENSSSAG00000000461	identical
ENSSSAG00000000478	inframe_insertion
ENSSSAG00000000914	start_lost
ENSSSAG00000001689	identical
ENSSSAG00000001712	frameshift
ENSSSAG00000001741	inframe_insertion
ENSSSAG00000001748	nonsynonymous
ENSSSAG00000001753	identical
ENSSSAG00000001775	identical
ENSSSAG00000001784	identical
ENSSSAG00000001790	identical
ENSSSAG00000001792	nonsynonymous
ENSSSAG00000001803	synonymous
ENSSSAG00000001848	frameshift
ENSSSAG00000001874	nonsynonymous
ENSSSAG00000001881	inframe_insertion
ENSSSAG00000001923	nonsynonymous
ENSSSAG00000001982	identical
ENSSSAG00000001988	identical
ENSSSAG00000028222	stop_gained
ENSSSAG00000001990	identical
ENSSSAG00000001994	nonsynonymous
ENSSSAG00000001996	identical
ENSSSAG00000002008	identical
ENSSSAG00000002052	nonsynonymous
ENSSSAG00000002057	nonsynonymous
ENSSSAG00000002061	synonymous
ENSSSAG00000002070	synonymous
ENSSSAG00000002146	identical
ENSSSAG00000002580	identical
ENSSSAG00000002615	identical
ENSSSAG00000002622	identical
ENSSSAG00000002632	identical
ENSSSAG00000002725	identical
ENSSSAG00000003524	identical
ENSSSAG00000003683	nonsynonymous
ENSSSAG00000003755	nonsynonymous
ENSSSAG00000003791	identical
ENSSSAG00000003795	identical
ENSSSAG00000003800	identical
ENSSSAG00000003803	identical
ENSSSAG00000003810	synonymous
ENSSSAG00000003819	identical
ENSSSAG00000003838	synonymous
ENSSSAG00000003841	identical
ENSSSAG00000003843	inframe_deletion
ENSSSAG00000045118	stop_gained
ENSSSAG00000005176	synonymous
ENSSSAG00000071416	frameshift
ENSSSAG00000071876	frameshift
ENSSSAG00000071894	inframe_deletion
ENSSSAG00000071909	identical
ENSSSAG00000071915	identical
ENSSSAG00000071919	frameshift
ENSSSAG00000071927	identical
ENSSSAG00000071932	nonsynonymous
ENSSSAG00000071935	nonsynonymous
ENSSSAG00000071942	frameshift
ENSSSAG00000071954	frameshift
ENSSSAG00000000923	identical
ENSSSAG00000027605	identical
ENSSSAG00000000935	synonymous
ENSSSAG00000000937	start_lost
ENSSSAG00000000952	identical
ENSSSAG00000017620	identical
ENSSSAG00000000991	identical
ENSSSAG00000001005	identical
ENSSSAG00000001100	frameshift
ENSSSAG00000001515	frameshift
ENSSSAG00000001519	identical
ENSSSAG00000001523	nonsynonymous
ENSSSAG00000001526	identical
ENSSSAG00000001528	start_lost
ENSSSAG00000001531	synonymous
ENSSSAG00000001535	nonsynonymous
ENSSSAG00000001538	identical
ENSSSAG00000001543	synonymous
ENSSSAG00000001561	nonsynonymous
ENSSSAG00000001615	identical
ENSSSAG00000001642	frameshift
ENSSSAG00000001654	nonsynonymous
ENSSSAG00000001677	identical
ENSSSAG00000001680	identical
ENSSSAG00000001692	nonsynonymous
ENSSSAG00000001736	identical
ENSSSAG00000001744	identical
ENSSSAG00000001750	frameshift
ENSSSAG00000001794	frameshift
ENSSSAG00000001922	inframe_insertion
ENSSSAG00000002125	synonymous
ENSSSAG00000002137	identical
ENSSSAG00000002171	identical
ENSSSAG00000002242	identical
ENSSSAG00000002272	identical
ENSSSAG00000002315	identical
ENSSSAG00000002399	identical
ENSSSAG00000002491	inframe_insertion
ENSSSAG00000002780	identical
ENSSSAG00000002830	identical
ENSSSAG00000003251	identical
ENSSSAG00000003264	identical
ENSSSAG00000003294	identical
ENSSSAG00000003395	identical
ENSSSAG00000003419	frameshift
ENSSSAG00000003438	identical
ENSSSAG00000003460	identical
ENSSSAG00000003474	identical
ENSSSAG00000003480	identical
ENSSSAG00000003535	identical
ENSSSAG00000004735	synonymous
ENSSSAG00000004748	identical
ENSSSAG00000061414	identical
ENSSSAG00000004762	synonymous
ENSSSAG00000004804	identical
ENSSSAG00000004811	identical
ENSSSAG00000004824	identical
ENSSSAG00000004853	identical
ENSSSAG00000004859	identical
ENSSSAG00000004868	identical
ENSSSAG00000004938	identical
ENSSSAG00000005171	identical
ENSSSAG00000005178	identical
ENSSSAG00000005186	identical
ENSSSAG00000005208	identical
ENSSSAG00000005341	inframe_deletion
ENSSSAG00000005353	frameshift
ENSSSAG00000005384	identical
ENSSSAG00000005390	identical
ENSSSAG00000005398	identical
ENSSSAG00000005402	identical
ENSSSAG00000005413	identical
ENSSSAG00000000122	identical
ENSSSAG00000000132	identical
ENSSSAG00000000136	identical
ENSSSAG00000000144	identical
ENSSSAG00000000149	identical
ENSSSAG00000000161	identical
ENSSSAG00000000172	synonymous
ENSSSAG00000000226	inframe_deletion
ENSSSAG00000000263	nonsynonymous
ENSSSAG00000000315	synonymous
ENSSSAG00000000375	identical
ENSSSAG00000000416	identical
ENSSSAG00000000468	frameshift
ENSSSAG00000000536	synonymous
